# utc,dec,hex
48906138,16774966,0xFFF736
48918606,16774827,0xFFF6AB
48931073,16774584,0xFFF5B8
48943541,16774289,0xFFF491
48956008,16774010,0xFFF37A
48968476,16773807,0xFFF2AF
48980943,16773680,0xFFF230
48993411,16773597,0xFFF1DD
49005878,16773586,0xFFF1D2
49018346,16773769,0xFFF289
49030814,16774192,0xFFF430
49043282,16774751,0xFFF65F
49055750,16775272,0xFFF868
49068217,16775673,0xFFF9F9
49080685,16775992,0xFFFB38
49093154,16776353,0xFFFCA1
49105622,16776770,0xFFFE42
49118090,16777181,0xFFFFDD
49130558,262,0x106
49143026,359,0x167
49155494,274,0x112
49167962,69,0x45
49180431,16777042,0xFFFF52
49192899,16776811,0xFFFE6B
49205367,16776606,0xFFFD9E
49217836,16776437,0xFFFCF5
49230304,16776290,0xFFFC62
49242772,16776265,0xFFFC49
49255241,16776444,0xFFFCFC
49267710,16776783,0xFFFE4F
49280178,16777108,0xFFFF94
49292647,41,0x29
49305114,16777148,0xFFFFBC
49317582,16776837,0xFFFE85
49330050,16776518,0xFFFD46
49342517,16776345,0xFFFC99
49354985,16776352,0xFFFCA0
49367451,16776445,0xFFFCFD
49379918,16776510,0xFFFD3E
49392384,16776531,0xFFFD53
49404851,16776488,0xFFFD28
49417317,16776375,0xFFFCB7
49429785,16776194,0xFFFC02
49442252,16775963,0xFFFB1B
49454720,16775738,0xFFFA3A
49467188,16775679,0xFFF9FF
49479655,16775908,0xFFFAE4
49492124,16776397,0xFFFCCD
49504592,16776976,0xFFFF10
49517060,279,0x117
49529528,664,0x298
49541997,903,0x387
49554465,1042,0x412
49566933,1147,0x47B
49579402,1232,0x4D0
49591870,1303,0x517
49604338,1356,0x54C
49616807,1427,0x593
49629274,1474,0x5C2
49641743,1445,0x5A5
49654211,1312,0x520
49666680,1149,0x47D
49679149,1000,0x3E8
49691617,881,0x371
49704084,740,0x2E4
49716552,551,0x227
49729019,332,0x14C
49741486,131,0x83
49753954,16777172,0xFFFFD4
49766421,16777029,0xFFFF45
49778888,16776914,0xFFFED2
49791356,16776815,0xFFFE6F
49803825,16776708,0xFFFE04
49816293,16776587,0xFFFD8B
49828761,16776430,0xFFFCEE
49841230,16776233,0xFFFC29
49853698,16775986,0xFFFB32
49866167,16775729,0xFFFA31
49878635,16775502,0xFFF94E
49891104,16775303,0xFFF887
49903572,16775134,0xFFF7DE
49916041,16774977,0xFFF741
49928510,16774776,0xFFF678
49940978,16774553,0xFFF599
49953447,16774334,0xFFF4BE
49965916,16774181,0xFFF425
49978384,16774090,0xFFF3CA
49990852,16774031,0xFFF38F
50003321,16773932,0xFFF32C
50015790,16773785,0xFFF299
50028259,16773644,0xFFF20C
50040728,16773553,0xFFF1B1
50053197,16773486,0xFFF16E
50065666,16773367,0xFFF0F7
50078136,16773202,0xFFF052
50090605,16773057,0xFFEFC1
50103073,16772946,0xFFEF52
50115541,16772801,0xFFEEC1
50128010,16772600,0xFFEDF8
50140479,16772465,0xFFED71
50152948,16772370,0xFFED12
50165417,16772203,0xFFEC6B
50177886,16771994,0xFFEB9A
50190355,16771851,0xFFEB0B
50202824,16771690,0xFFEA6A
50215293,16771487,0xFFE99F
50227763,16771346,0xFFE912
50240233,16771219,0xFFE893
50252702,16770994,0xFFE7B2
50265172,16770819,0xFFE703
50277641,16770638,0xFFE64E
50290110,16770423,0xFFE577
50302579,16770282,0xFFE4EA
50315048,16770117,0xFFE445
50327516,16769970,0xFFE3B2
50339985,16769843,0xFFE333
50352454,16769670,0xFFE286
50364922,16769539,0xFFE203
50377389,16769360,0xFFE150
50389857,16769219,0xFFE0C3
50402325,16769026,0xFFE002
50414793,16768849,0xFFDF51
50427261,16768660,0xFFDE94
50439729,16768517,0xFFDE05
50452197,16768372,0xFFDD74
50464665,16768229,0xFFDCE5
50477133,16768064,0xFFDC40
50489601,16767919,0xFFDBAF
50502069,16767780,0xFFDB24
50514537,16767671,0xFFDAB7
50527005,16767544,0xFFDA38
50539472,16767431,0xFFD9C7
50551940,16767326,0xFFD95E
50564408,16767267,0xFFD923
50576876,16767200,0xFFD8E0
50589344,16767131,0xFFD89B
50601811,16767040,0xFFD840
50614279,16766923,0xFFD7CB
50626747,16766836,0xFFD774
50639215,16766757,0xFFD725
50651682,16766670,0xFFD6CE
50664150,16766595,0xFFD683
50676617,16766534,0xFFD646
50689085,16766481,0xFFD611
50701553,16766412,0xFFD5CC
50714021,16766519,0xFFD637
50726489,16766992,0xFFD810
50738958,16767743,0xFFDAFF
50751425,16768580,0xFFDE44
50763893,16769267,0xFFE0F3
50776360,16769820,0xFFE31C
50788828,16770131,0xFFE453
50801295,16770312,0xFFE508
50813763,16770405,0xFFE565
50826230,16770440,0xFFE588
50838697,16770591,0xFFE61F
50851164,16770756,0xFFE6C4
50863632,16771017,0xFFE7C9
50876098,16771368,0xFFE928
50888566,16771655,0xFFEA47
50901034,16771944,0xFFEB68
50913501,16772235,0xFFEC8B
50925969,16772376,0xFFED18
50938438,16772383,0xFFED1F
50950906,16772344,0xFFECF8
50963374,16772211,0xFFEC73
50975843,16772014,0xFFEBAE
50988310,16771981,0xFFEB8D
51000777,16772070,0xFFEBE6
51013246,16772031,0xFFEBBF
51025714,16771854,0xFFEB0E
51038183,16771663,0xFFEA4F
51050650,16771446,0xFFE976
51063118,16771307,0xFFE8EB
51075586,16771420,0xFFE95C
51088055,16771633,0xFFEA31
51100522,16771878,0xFFEB26
51112990,16772277,0xFFECB5
51125458,16772834,0xFFEEE2
51137926,16773589,0xFFF1D5
51150394,16774482,0xFFF552
51162861,16775255,0xFFF857
51175328,16775614,0xFFF9BE
51187795,16775547,0xFFF97B
51200263,16775202,0xFFF822
51212731,16774791,0xFFF687
51225198,16774396,0xFFF4FC
51237665,16774093,0xFFF3CD
51250133,16773912,0xFFF318
51262601,16773843,0xFFF2D3
51275069,16773806,0xFFF2AE
51287537,16773681,0xFFF231
51300005,16773402,0xFFF11A
51312473,16773015,0xFFEF97
51324941,16772644,0xFFEE24
51337408,16772321,0xFFECE1
51349875,16772036,0xFFEBC4
51362343,16771795,0xFFEAD3
51374810,16771424,0xFFE960
51387279,16770571,0xFFE60B
51399747,16769068,0xFFE02C
51412215,16766331,0xFFD57B
51424683,16759402,0xFFBA6A
51437150,16740421,0xFF7045
51449617,16710646,0xFEFBF6
51462084,16682115,0xFE8C83
51474551,16659268,0xFE3344
51487019,16642893,0xFDF34D
51499486,16633812,0xFDCFD4
51511953,16633759,0xFDCF9F
51524421,16645120,0xFDFC00
51536888,16669269,0xFE5A55
51549356,16704498,0xFEE3F2
51561824,16741647,0xFF750F
51574292,16762618,0xFFC6FA
51586760,16769519,0xFFE1EF
51599228,16772972,0xFFEF6C
51611695,16775495,0xFFF947
51624163,226,0xE2
51636632,1667,0x683
51649100,2638,0xA4E
51661568,3241,0xCA9
51674036,3610,0xE1A
51686504,3957,0xF75
51698973,4430,0x114E
51711441,5043,0x13B3
51723909,5584,0x15D0
51736376,5957,0x1745
51748843,6150,0x1806
51761310,6095,0x17CF
51773777,6002,0x1772
51786244,6059,0x17AB
51798710,6070,0x17B6
51811177,5951,0x173F
51823643,5716,0x1654
51836111,5293,0x14AD
51848577,4862,0x12FE
51861045,4579,0x11E3
51873512,4342,0x10F6
51885980,4117,0x1015
51898448,3984,0xF90
51910914,3983,0xF8F
51923381,4072,0xFE8
51935849,4201,0x1069
51948316,4428,0x114C
51960784,4813,0x12CD
51973251,5274,0x149A
51985719,5761,0x1681
51998186,6450,0x1932
52010654,7375,0x1CCF
52023121,8536,0x2158
52035589,10035,0x2733
52048056,11562,0x2D2A
52060523,12631,0x3157
52072990,12932,0x3284
52085457,12765,0x31DD
52097924,12506,0x30DA
52110392,12269,0x2FED
52122859,12076,0x2F2C
52135326,11997,0x2EDD
52147793,12292,0x3004
52160259,13457,0x3491
52172726,15838,0x3DDE
52185193,18611,0x48B3
52197662,19210,0x4B0A
52210129,16903,0x4207
52222596,13996,0x36AC
52235063,11903,0x2E7F
52247530,10590,0x295E
52259997,9817,0x2659
52272464,9314,0x2462
52284931,8891,0x22BB
52297398,8238,0x202E
52309865,7267,0x1C63
52322333,5930,0x172A
52334801,4525,0x11AD
52347269,3306,0xCEA
52359737,2367,0x93F
52372204,1614,0x64E
52384673,881,0x371
52397141,22,0x16
52409608,16776231,0xFFFC27
52422075,16775138,0xFFF7E2
52434542,16773923,0xFFF323
52447011,16772452,0xFFED64
52459479,16770597,0xFFE625
52471947,16767718,0xFFDAE6
52484415,16759523,0xFFBAE3
52496882,16731700,0xFF4E34
52509349,16684135,0xFE9467
52521816,16634062,0xFDD0CE
52534283,16586697,0xFD17C9
52546751,16543726,0xFC6FEE
52559218,16507137,0xFBE101
52571685,16478514,0xFB7132
52584151,16458687,0xFB23BF
52596619,16446848,0xFAF580
52609086,16440061,0xFADAFD
52621554,16435166,0xFAC7DE
52634020,16432061,0xFABBBD
52646487,16434746,0xFAC63A
52658953,16449191,0xFAFEA7
52671420,16479302,0xFB7446
52683887,16526513,0xFC2CB1
52696354,16598612,0xFD4654
52708821,16699301,0xFECFA5
52721289,16763624,0xFFCAE8
52733755,159,0x9F
52746222,8332,0x208C
52758689,32755,0x7FF3
52771156,69466,0x10F5A
52783623,77237,0x12DB5
52796090,65576,0x10028
52808557,55007,0xD6DF
52821024,49402,0xC0FA
52833491,44579,0xAE23
52845957,36068,0x8CE4
52858423,28851,0x70B3
52870890,38396,0x95FC
52883356,80087,0x138D7
52895822,147842,0x24182
52908290,218093,0x353ED
52920756,270342,0x42006
52933222,293265,0x47991
52945688,282790,0x450A6
52958154,239789,0x3A8AD
52970622,174088,0x2A808
52983089,103983,0x1962F
52995557,48360,0xBCE8
53008025,20797,0x513D
53020492,13060,0x3304
53032959,10427,0x28BB
53045427,8786,0x2252
53057895,7449,0x1D19
53070363,6256,0x1870
53082830,5127,0x1407
53095298,3864,0xF18
53107765,2519,0x9D7
53120232,1206,0x4B6
53132699,16777201,0xFFFFF1
53145167,16776152,0xFFFBD8
53157634,16775307,0xFFF88B
53170101,16774576,0xFFF5B0
53182568,16773835,0xFFF2CB
53195036,16773062,0xFFEFC6
53207504,16772467,0xFFED73
53219972,16772436,0xFFED54
53232439,16773039,0xFFEFAF
53244907,16773862,0xFFF2E6
53257375,16774441,0xFFF529
53269842,16774698,0xFFF62A
53282310,16774859,0xFFF6CB
53294778,16775234,0xFFF842
53307246,16775943,0xFFFB07
53319714,16776936,0xFFFEE8
53332182,981,0x3D5
53344650,2536,0x9E8
53357117,4393,0x1129
53369584,6222,0x184E
53382052,7313,0x1C91
53394520,7394,0x1CE2
53406988,6837,0x1AB5
53419455,6052,0x17A4
53431923,5397,0x1515
53444390,4850,0x12F2
53456857,4309,0x10D5
53469324,3796,0xED4
53481791,3395,0xD43
53494259,3086,0xC0E
53506726,2799,0xAEF
53519194,2506,0x9CA
53531661,2275,0x8E3
53544128,2300,0x8FC
53556596,2671,0xA6F
53569064,3264,0xCC0
53581532,3773,0xEBD
53594001,3704,0xE78
53606469,2695,0xA87
53618937,822,0x336
53631405,16775503,0xFFF94F
53643872,16772168,0xFFEC48
53656340,16764491,0xFFCE4B
53668809,16728672,0xFF4260
53681276,16655069,0xFE22DD
53693743,16578924,0xFCF96C
53706212,16510975,0xFBEFFF
53718680,16450706,0xFB0492
53731148,16398643,0xFA3933
53743616,16355744,0xF991A0
53756084,16322513,0xF90FD1
53768552,16298694,0xF8B2C6
53781020,16283701,0xF87835
53793487,16277244,0xF85EFC
53805955,16280513,0xF86BC1
53818422,16296514,0xF8AA42
53830890,16329031,0xF92947
53843357,16380666,0xF9F2FA
53855825,16452101,0xFB0A05
53868292,16546504,0xFC7AC8
53880760,16667833,0xFE54B9
53893228,16755632,0xFFABB0
53905696,16775657,0xFFF9E9
53918164,3962,0xF7A
53930632,8665,0x21D9
53943100,11938,0x2EA2
53955568,12281,0x2FF9
53968036,10944,0x2AC0
53980503,9755,0x261B
53992970,8940,0x22EC
54005435,8235,0x202B
54017902,7480,0x1D38
54030369,6815,0x1A9F
54042836,6752,0x1A60
54055304,7715,0x1E23
54067770,10370,0x2882
54080237,17069,0x42AD
54092704,31506,0x7B12
54105172,43825,0xAB31
54117640,39004,0x985C
54130108,23221,0x5AB5
54142575,12918,0x3276
54155042,8959,0x22FF
54167509,7168,0x1C00
54179975,6341,0x18C5
54192443,5916,0x171C
54204910,5685,0x1635
54217377,5562,0x15BA
54229843,5373,0x14FD
54242310,5148,0x141C
54254776,4931,0x1343
54267244,4626,0x1212
54279711,4255,0x109F
54292180,3940,0xF64
54304647,3695,0xE6F
54317114,3456,0xD80
54329582,3151,0xC4F
54342049,2746,0xABA
54354516,2267,0x8DB
54366983,1768,0x6E8
54379451,1293,0x50D
54391918,840,0x348
54404386,345,0x159
54416853,16776908,0xFFFECC
54429321,16776001,0xFFFB41
54441789,16774814,0xFFF69E
54454257,16773499,0xFFF17B
54466725,16772352,0xFFED00
54479193,16771593,0xFFEA09
54491661,16771332,0xFFE904
54504128,16771623,0xFFEA27
54516596,16772156,0xFFEC3C
54529063,16772595,0xFFEDF3
54541530,16772966,0xFFEF66
54553997,16773449,0xFFF149
54566464,16774118,0xFFF3E6
54578931,16774995,0xFFF753
54591399,16776034,0xFFFB62
54603867,16777115,0xFFFF9B
54616334,756,0x2F4
54628802,1143,0x477
54641269,1008,0x3F0
54653735,519,0x207
54666202,16777108,0xFFFF94
54678668,16776485,0xFFFD25
54691134,16775922,0xFFFAF2
54703601,16775445,0xFFF915
54716068,16775060,0xFFF794
54728535,16774747,0xFFF65B
54741001,16774526,0xFFF57E
54753469,16774411,0xFFF50B
54765936,16774396,0xFFF4FC
54778402,16774457,0xFFF539
54790869,16774562,0xFFF5A2
54803336,16774689,0xFFF621
54815802,16774850,0xFFF6C2
54828269,16775005,0xFFF75D
54840736,16775094,0xFFF7B6
54853202,16775113,0xFFF7C9
54865669,16775058,0xFFF792
54878137,16774967,0xFFF737
54890604,16774888,0xFFF6E8
54903071,16774835,0xFFF6B3
54915538,16774866,0xFFF6D2
54928005,16775069,0xFFF79D
54940472,16775350,0xFFF8B6
54952940,16775565,0xFFF98D
54965407,16775584,0xFFF9A0
54977874,16775381,0xFFF8D5
54990341,16775060,0xFFF794
55002809,16774801,0xFFF691
55015277,16774732,0xFFF64C
55027744,16774863,0xFFF6CF
55040212,16775020,0xFFF76C
55052680,16775059,0xFFF793
55065147,16774840,0xFFF6B8
55077614,16774353,0xFFF4D1
55090082,16773734,0xFFF266
55102549,16773209,0xFFF059
55115017,16772914,0xFFEF32
55127484,16772833,0xFFEEE1
55139952,16772986,0xFFEF7A
55152419,16773517,0xFFF18D
55164885,16774386,0xFFF4F2
55177351,16775347,0xFFF8B3
55189818,16776050,0xFFFB72
55202286,16776313,0xFFFC79
55214754,16776152,0xFFFBD8
55227221,16775743,0xFFFA3F
55239689,16775266,0xFFF862
55252156,16774871,0xFFF6D7
55264623,16774572,0xFFF5AC
55277090,16774297,0xFFF499
55289558,16773846,0xFFF2D6
55302026,16773151,0xFFF01F
55314493,16772382,0xFFED1E
55326961,16771865,0xFFEB19
55339427,16771802,0xFFEADA
55351894,16771987,0xFFEB93
55364361,16772248,0xFFEC98
55376828,16772621,0xFFEE0D
55389295,16773088,0xFFEFE0
55401762,16773555,0xFFF1B3
55414230,16773878,0xFFF2F6
55426697,16773963,0xFFF34B
55439165,16773838,0xFFF2CE
55451632,16773601,0xFFF1E1
55464099,16773288,0xFFF0A8
55476566,16772973,0xFFEF6D
55489034,16772708,0xFFEE64
55501502,16772437,0xFFED55
55513970,16771904,0xFFEB40
55526437,16770681,0xFFE679
55538904,16768378,0xFFDD7A
55551372,16764529,0xFFCE71
55563840,16759836,0xFFBC1C
55576307,16758179,0xFFB5A3
55588773,16760936,0xFFC068
55601240,16764447,0xFFCE1F
55613707,16767100,0xFFD87C
55626174,16769177,0xFFE099
55638641,16770796,0xFFE6EC
55651107,16771745,0xFFEAA1
55663573,16772158,0xFFEC3E
55676040,16772277,0xFFECB5
55688507,16772196,0xFFEC64
55700975,16772055,0xFFEBD7
55713441,16771962,0xFFEB7A
55725909,16771799,0xFFEAD7
55738376,16771576,0xFFE9F8
55750844,16771513,0xFFE9B9
55763310,16771538,0xFFE9D2
55775777,16771473,0xFFE991
55788244,16771402,0xFFE94A
55800711,16771327,0xFFE8FF
55813178,16771240,0xFFE8A8
55825645,16771285,0xFFE8D5
55838112,16771376,0xFFE930
55850579,16771343,0xFFE90F
55863045,16771264,0xFFE8C0
55875513,16771225,0xFFE899
55887980,16771318,0xFFE8F6
55900447,16771653,0xFFEA45
55912914,16772036,0xFFEBC4
55925381,16772277,0xFFECB5
55937848,16772448,0xFFED60
55950316,16772763,0xFFEE9B
55962783,16773426,0xFFF132
55975250,16774371,0xFFF4E3
55987717,16775108,0xFFF7C4
56000185,16775099,0xFFF7BB
56012652,16774210,0xFFF442
56025118,16772627,0xFFEE13
56037586,16770624,0xFFE640
56050054,16768635,0xFFDE7B
56062521,16767206,0xFFD8E6
56074987,16766975,0xFFD7FF
56087455,16768260,0xFFDD04
56099922,16770661,0xFFE665
56112389,16773228,0xFFF06C
56124857,16775319,0xFFF897
56137324,16776746,0xFFFE2A
56149791,231,0xE7
56162259,330,0x14A
56174726,129,0x81
56187193,16777048,0xFFFF58
56199660,16776431,0xFFFCEF
56212127,16775086,0xFFF7AE
56224594,16773003,0xFFEF8B
56237060,16770412,0xFFE56C
56249526,16767367,0xFFD987
56261993,16764170,0xFFCD0A
56274460,16761721,0xFFC379
56286927,16761332,0xFFC1F4
56299393,16763313,0xFFC9B1
56311860,16766954,0xFFD7EA
56324326,16770775,0xFFE6D7
56336793,16773690,0xFFF23A
56349259,16775469,0xFFF92D
56361725,16776312,0xFFFC78
56374191,16776545,0xFFFD61
56386657,16776514,0xFFFD42
56399123,16776403,0xFFFCD3
56411590,16776184,0xFFFBF8
56424057,16775609,0xFFF9B9
56436524,16774232,0xFFF458
56448991,16771791,0xFFEACF
56461458,16767964,0xFFDBDC
56473925,16762019,0xFFC4A3
56486391,16756506,0xFFAF1A
56498857,16758541,0xFFB70D
56511323,16764948,0xFFD014
56523789,16769739,0xFFE2CB
56536255,16772764,0xFFEE9C
56548722,16774505,0xFFF569
56561188,16775264,0xFFF860
56573655,16775421,0xFFF8FD
56586121,16775348,0xFFF8B4
56598588,16775275,0xFFF86B
56611055,16775236,0xFFF844
56623522,16775205,0xFFF825
56635989,16775090,0xFFF7B2
56648455,16774541,0xFFF58D
56660922,16773186,0xFFF042
56673389,16771091,0xFFE813
56685856,16768646,0xFFDE86
56698324,16766509,0xFFD62D
56710791,16765768,0xFFD348
56723258,16766695,0xFFD6E7
56735725,16768404,0xFFDD94
56748192,16770095,0xFFE42F
56760660,16771384,0xFFE938
56773128,16772309,0xFFECD5
56785595,16773082,0xFFEFDA
56798062,16773655,0xFFF217
56810530,16773964,0xFFF34C
56822998,16774079,0xFFF3BF
56835466,16774090,0xFFF3CA
56847933,16774059,0xFFF3AB
56860400,16773956,0xFFF344
56872868,16773719,0xFFF257
56885335,16773322,0xFFF0CA
56897802,16772893,0xFFEF1D
56910270,16772528,0xFFEDB0
56922737,16772231,0xFFEC87
56935204,16772086,0xFFEBF6
56947671,16772255,0xFFEC9F
56960139,16772678,0xFFEE46
56972606,16773155,0xFFF023
56985073,16773634,0xFFF202
56997541,16774149,0xFFF405
57010009,16774656,0xFFF600
57022477,16775117,0xFFF7CD
57034944,16775500,0xFFF94C
57047412,16775785,0xFFFA69
57059881,16775984,0xFFFB30
57072349,16776133,0xFFFBC5
57084816,16776254,0xFFFC3E
57097284,16776379,0xFFFCBB
57109752,16776436,0xFFFCF4
57122220,16776327,0xFFFC87
57134687,16776070,0xFFFB86
57147154,16775749,0xFFFA45
57159622,16775444,0xFFF914
57172090,16775187,0xFFF813
57184559,16774958,0xFFF72E
57197025,16774679,0xFFF617
57209494,16774252,0xFFF46C
57221962,16773665,0xFFF221
57234430,16773050,0xFFEFBA
57246897,16772573,0xFFEDDD
57259365,16772230,0xFFEC86
57271834,16772033,0xFFEBC1
57284302,16772088,0xFFEBF8
57296770,16772305,0xFFECD1
57309238,16772542,0xFFEDBE
57321706,16772845,0xFFEEED
57334173,16773076,0xFFEFD4
57346641,16773005,0xFFEF8D
57359109,16772774,0xFFEEA6
57371577,16772973,0xFFEF6D
57384044,16773838,0xFFF2CE
57396512,16774923,0xFFF70B
57408980,16775728,0xFFFA30
57421447,16776105,0xFFFBA9
57433915,16776198,0xFFFC06
57446383,16776221,0xFFFC1D
57458851,16776282,0xFFFC5A
57471319,16776393,0xFFFCC9
57483787,16776500,0xFFFD34
57496255,16776559,0xFFFD6F
57508723,16776540,0xFFFD5C
57521191,16776449,0xFFFD01
57533659,16776278,0xFFFC56
57546126,16775969,0xFFFB21
57558594,16775448,0xFFF918
57571061,16774791,0xFFF687
57583528,16774096,0xFFF3D0
57595995,16773371,0xFFF0FB
57608463,16772566,0xFFEDD6
57620930,16771701,0xFFEA75
57633398,16770818,0xFFE702
57645866,16770055,0xFFE407
57658333,16769562,0xFFE21A
57670800,16769033,0xFFE009
57683268,16768286,0xFFDD1E
57695735,16767421,0xFFD9BD
57708202,16766640,0xFFD6B0
57720669,16765915,0xFFD3DB
57733136,16765232,0xFFD130
57745602,16764753,0xFFCF51
57758069,16764352,0xFFCDC0
57770536,16763725,0xFFCB4D
57783004,16762766,0xFFC78E
57795471,16761287,0xFFC1C7
57807938,16758424,0xFFB698
57820404,16752707,0xFFA043
57832871,16745766,0xFF8526
57845337,16744169,0xFF7EE9
57857804,16747146,0xFF8A8A
57870271,16748363,0xFF8F4B
57882738,16746448,0xFF87D0
57895205,16742127,0xFF76EF
57907672,16735954,0xFF5ED2
57920138,16729397,0xFF4535
57932605,16729240,0xFF4498
57945073,16742527,0xFF787F
57957540,16758502,0xFFB6E6
57970007,16766167,0xFFD4D7
57982474,16769314,0xFFE122
57994942,16771209,0xFFE889
58007410,16772458,0xFFED6A
58019877,16773285,0xFFF0A5
58032344,16773876,0xFFF2F4
58044812,16774325,0xFFF4B5
58057279,16774682,0xFFF61A
58069745,16774967,0xFFF737
58082213,16775138,0xFFF7E2
58094680,16775163,0xFFF7FB
58107148,16775126,0xFFF7D6
58119615,16775113,0xFFF7C9
58132082,16775148,0xFFF7EC
58144550,16775185,0xFFF811
58157018,16775016,0xFFF768
58169486,16774265,0xFFF479
58181953,16772678,0xFFEE46
58194420,16770243,0xFFE4C3
58206887,16766470,0xFFD606
58219355,16758731,0xFFB7CB
58231824,16743338,0xFF7BAA
58244291,16726313,0xFF3929
58256758,16717140,0xFF1554
58269225,16717335,0xFF1617
58281692,16726440,0xFF39A8
58294159,16743597,0xFF7CAD
58306626,16759180,0xFFB98C
58319093,16766359,0xFFD597
58331560,16769410,0xFFE182
58344027,16771019,0xFFE7CB
58356494,16771798,0xFFEAD6
58368962,16771993,0xFFEB99
58381430,16771838,0xFFEAFE
58393898,16771743,0xFFEA9F
58406365,16771808,0xFFEAE0
58418832,16771861,0xFFEB15
58431300,16771904,0xFFEB40
58443768,16771899,0xFFEB3B
58456236,16771646,0xFFEA3E
58468703,16771219,0xFFE893
58481171,16770796,0xFFE6EC
58493639,16770305,0xFFE501
58506107,16769874,0xFFE352
58518574,16769561,0xFFE219
58531041,16769232,0xFFE0D0
58543508,16768871,0xFFDF67
58555975,16768326,0xFFDD46
58568443,16767825,0xFFDB51
58580910,16767324,0xFFD95C
58593377,16766873,0xFFD799
58605844,16766790,0xFFD746
58618311,16767123,0xFFD893
58630778,16767398,0xFFD9A6
58643246,16767289,0xFFD939
58655713,16766576,0xFFD670
58668182,16765073,0xFFD091
58680650,16762914,0xFFC822
58693118,16760741,0xFFBFA5
58705586,16759500,0xFFBACC
58718054,16759341,0xFFBA2D
58730522,16759600,0xFFBB30
58742990,16759769,0xFFBBD9
58755458,16759884,0xFFBC4C
58767926,16760059,0xFFBCFB
58780393,16760238,0xFFBDAE
58792861,16760479,0xFFBE9F
58805328,16760842,0xFFC00A
58817796,16761183,0xFFC15F
58830263,16761394,0xFFC232
58842731,16761865,0xFFC409
58855198,16763042,0xFFC8A2
58867666,16764947,0xFFD013
58880133,16767148,0xFFD8AC
58892600,16769125,0xFFE065
58905068,16770572,0xFFE60C
58917536,16771433,0xFFE969
58930003,16772024,0xFFEBB8
58942471,16772599,0xFFEDF7
58954939,16773368,0xFFF0F8
58967407,16774443,0xFFF52B
58979876,16775660,0xFFF9EC
58992344,16776793,0xFFFE59
59004813,476,0x1DC
59017281,1097,0x449
59029749,1504,0x5E0
59042217,1847,0x737
59054686,2286,0x8EE
59067154,2965,0xB95
59079622,3936,0xF60
59092089,5161,0x1429
59104557,6576,0x19B0
59117026,7987,0x1F33
59129494,8980,0x2314
59141962,9355,0x248B
59154430,9030,0x2346
59166898,8345,0x2099
59179365,7508,0x1D54
59191833,6765,0x1A6D
59204300,6010,0x177A
59216768,5237,0x1475
59229235,4468,0x1174
59241702,3607,0xE17
59254169,2704,0xA90
59266636,1785,0x6F9
59279103,744,0x2E8
59291569,16776731,0xFFFE1B
59304035,16775328,0xFFF8A0
59316501,16773883,0xFFF2FB
59328968,16772616,0xFFEE08
59341435,16771641,0xFFEA39
59353902,16771106,0xFFE822
59366369,16771141,0xFFE845
59378837,16771742,0xFFEA9E
59391305,16773091,0xFFEFE3
59403772,16775120,0xFFF7D0
59416240,435,0x1B3
59428707,3716,0xE84
59441174,12225,0x2FC1
59453642,60508,0xEC5C
59466109,162875,0x27C3B
59478577,260742,0x3FA86
59491045,330641,0x50B91
59503514,360052,0x57E74
59515982,328963,0x50503
59528450,246478,0x3C2CE
59540916,160301,0x2722D
59553382,110490,0x1AF9A
59565849,101201,0x18B51
59578317,110776,0x1B0B8
59590785,118901,0x1D075
59603252,120810,0x1D7EA
59615720,121703,0x1DB67
59628187,126300,0x1ED5C
59640654,131501,0x201AD
59653122,118036,0x1CD14
59665589,63829,0xF955
59678056,15274,0x3BAA
59690523,2803,0xAF3
59702990,16775754,0xFFFA4A
59715457,16773435,0xFFF13B
59727925,16773246,0xFFF07E
59740393,16774675,0xFFF613
59752860,16776810,0xFFFE6A
59765327,2257,0x8D1
59777795,8748,0x222C
59790262,67771,0x108BB
59802730,252436,0x3DA14
59815197,471185,0x73091
59827665,612162,0x95742
59840134,628777,0x99829
59852601,541014,0x84156
59865069,411973,0x64945
59877536,301530,0x499DA
59890004,238363,0x3A31B
59902471,222256,0x36430
59914938,239421,0x3A73D
59927405,273102,0x42ACE
59939872,302893,0x49F2D
59952338,298404,0x48DA4
59964804,230347,0x383CB
59977271,109964,0x1AD8C
59989739,24325,0x5F05
60002207,6910,0x1AFE
60014674,6221,0x184D
60027141,18554,0x487A
60039609,110405,0x1AF45
60052077,304572,0x4A5BC
60064545,500821,0x7A455
60077012,624120,0x985F8
60089479,642199,0x9CC97
60101947,571838,0x8B9BE
60114414,462773,0x70FB5
60126881,366094,0x5960E
60139347,312197,0x4C385
60151814,303446,0x4A156
60164282,310097,0x4BB51
60176749,272672,0x42920
60189217,151543,0x24FF7
60201684,33506,0x82E2
60214150,3667,0xE53
60226617,156,0x9C
60239084,137,0x89
60251551,3130,0xC3A
60264019,29055,0x717F
60276486,172504,0x2A1D8
60288954,410997,0x64575
60301421,610984,0x952A8
60313889,703815,0xABD47
60326357,679780,0xA5F64
60338825,583243,0x8E64B
60351292,477342,0x7489E
60363760,407111,0x63647
60376228,388192,0x5EC60
60388696,408245,0x63AB5
60401163,418076,0x6611C
60413630,344965,0x54385
60426097,172694,0x2A296
60438564,32867,0x8063
60451032,3174,0xC66
60463499,669,0x29D
60475966,1684,0x694
60488433,7159,0x1BF7
60500901,55698,0xD992
